Individual	DateOfCapture	LitterSize	Size	Hornlength	Bodymass	Glizz	SexualActivity	Sex	Family
16	2	6	1.809555289	0.658228758	0.934340987	1.809555289	3	female	Ravenblack
16	47	6	0.703661625	0.322152436	1.179447342	0.703661625	2	female	Ravenblack
16	66	6	-1.295124937	-0.92147458	1.407920867	-1.295124937	1	female	Ravenblack
16	94	6	1.886092452	0.163716356	0.954486994	1.886092452	2	female	Ravenblack
17	2	6	0.380681372	0.658228758	0.717397328	0.380681372	3	female	Ravenblack
17	6	6	-0.843140784	0.53526369	0.444995567	-0.843140784	3	female	Ravenblack
17	25	6	-0.862138515	-0.012874037	0.697953148	-0.862138515	2	female	Ravenblack
17	29	6	0.041046054	0.890028378	0.913944831	0.041046054	3	female	Ravenblack
17	46	6	0.434666939	0.727785292	0.731638584	0.434666939	3	female	Ravenblack
17	89	6	-0.008050136	0.532931723	0.480066851	-0.008050136	3	female	Ravenblack
18	7	6	0.359514847	1.209975598	0.835561434	0.359514847	3	female	Ravenblack
18	23	6	0.141377276	1.530093417	0.490716844	0.141377276	4	female	Ravenblack
18	41	6	-0.777481846	0.842550021	1.744362146	-0.777481846	3	female	Ravenblack
18	51	6	-0.771539262	0.221045334	1.860444835	-0.771539262	2	female	Ravenblack
18	56	6	-1.229158863	0.452232528	2.192425274	-1.229158863	2	female	Ravenblack
18	89	6	-0.678960292	0.532931723	1.782910381	-0.678960292	3	female	Ravenblack
19	18	6	1.671797532	1.420853205	1.516396501	1.671797532	3	female	Ravenblack
19	34	6	-0.153101462	-0.335548438	0.864194893	-0.153101462	2	female	Ravenblack
19	37	6	0.149680601	-0.860625956	0.042075836	0.149680601	1	female	Ravenblack
19	47	6	0.77858204	0.322152436	1.348009784	0.77858204	2	female	Ravenblack
19	96	6	0.474289743	-0.679281143	0.464170829	0.474289743	1	female	Ravenblack
20	34	6	-0.160824324	-0.335548438	-0.232742425	-0.160824324	2	female	Ravenblack
20	78	6	-1.806966927	-0.574846951	-0.428395252	-1.806966927	1	female	Ravenblack
20	86	6	-0.463456233	0.208683279	0.075678389	-0.463456233	2	female	Ravenblack
31	21	6	1.258982711	1.977623862	2.873076087	1.258982711	4	female	McBludgeon
31	22	6	0.928327563	2.074652479	2.861884851	0.928327563	4	female	McBludgeon
31	77	6	-0.177631836	0.443795694	0.715154085	-0.177631836	2	female	McBludgeon
32	8	6	-1.823504518	0.584713161	0.586293747	-1.823504518	3	female	McBludgeon
32	14	6	0.106541119	0.409072202	0.908984818	0.106541119	2	female	McBludgeon
32	20	6	-0.919734789	0.868114935	0.22769789	-0.919734789	3	female	McBludgeon
32	46	6	-1.856155658	0.727785292	0.340422528	-1.856155658	3	female	McBludgeon
32	48	6	-0.608550844	-0.0686455	0.86413072	-0.608550844	2	female	McBludgeon
32	83	6	0.083573398	0.798978466	0.398951127	0.083573398	3	female	McBludgeon
32	86	6	-0.177405336	0.208683279	0.960779345	-0.177405336	2	female	McBludgeon
32	94	6	-0.158637396	0.163716356	0.621685546	-0.158637396	2	female	McBludgeon
33	1	6	-0.124115459	2.179235276	-0.236442897	-0.124115459	4	female	McBludgeon
33	12	6	-1.002614362	-2.247798349	0.337428196	-1.002614362	0	female	McBludgeon
33	24	6	-0.543786667	-0.918075332	0.163063792	-0.543786667	1	female	McBludgeon
33	36	6	-0.726240242	-0.774441348	0.523594578	-0.726240242	1	female	McBludgeon
33	42	6	-0.260870645	-0.176036826	0.117824121	-0.260870645	2	female	McBludgeon
33	50	6	0.107243883	1.226620373	0.29679488	0.107243883	3	female	McBludgeon
33	55	6	-0.542160802	-0.104531934	0.256595608	-0.542160802	2	female	McBludgeon
33	67	6	-0.287135665	1.548167008	0.123765376	-0.287135665	4	female	McBludgeon
33	76	6	0.21450713	-0.619058622	0.179315037	0.21450713	1	female	McBludgeon
33	79	6	0.02595627	-0.879103193	0.762769552	0.02595627	1	female	McBludgeon
33	88	6	0.414796655	-0.994729783	0.599720805	0.414796655	1	female	McBludgeon
33	89	6	0.666283877	0.532931723	0.376125521	0.666283877	3	female	McBludgeon
34	26	6	-0.520885583	0.472105747	-0.641737973	-0.520885583	2	female	McBludgeon
34	56	6	-0.331791018	0.452232528	-0.00367879	-0.331791018	2	female	McBludgeon
34	84	6	-0.230464059	0.288380761	-0.133533348	-0.230464059	2	female	McBludgeon
34	93	6	-0.33675511	-0.436399323	-0.372855538	-0.33675511	2	female	McBludgeon
34	99	6	-0.318637134	-0.404941491	0.23391596	-0.318637134	2	female	McBludgeon
35	7	6	0.160152982	1.209975598	-1.082285753	0.160152982	3	female	McBludgeon
35	19	6	-0.001407975	0.190322725	-0.688385071	-0.001407975	2	female	McBludgeon
35	49	6	0.011080046	1.44919978	-0.527623839	0.011080046	3	female	McBludgeon
35	67	6	1.150010154	1.548167008	-0.499199761	1.150010154	4	female	McBludgeon
35	74	6	-1.287326937	0.0459885	-0.718269844	-1.287326937	2	female	McBludgeon
35	93	6	-2.113846927	-0.436399323	-1.016473841	-2.113846927	2	female	McBludgeon
36	9	6	-1.060746826	0.916977091	-0.841755606	-1.060746826	3	female	McBludgeon
36	44	6	-2.583767705	0.866181951	-1.648967704	-2.583767705	3	female	McBludgeon
36	46	6	-0.132387843	0.727785292	0.587985759	-0.132387843	3	female	McBludgeon
36	49	6	2.019005723	1.44919978	1.510441496	2.019005723	3	female	McBludgeon
36	77	6	-0.95211401	0.443795694	0.062713872	-0.95211401	2	female	McBludgeon
36	80	6	0.619099987	1.479331747	-0.105439851	0.619099987	3	female	McBludgeon
38	7	6	-0.587780246	1.209975598	0.790357099	-0.587780246	3	female	McBludgeon
38	17	6	0.152197555	0.870486354	0.587938284	0.152197555	3	female	McBludgeon
38	27	6	-0.797091724	-0.693365875	-1.042184222	-0.797091724	1	female	McBludgeon
38	44	6	-0.43577428	0.866181951	0.616369633	-0.43577428	3	female	McBludgeon
38	72	6	-1.015694131	-0.914980171	-1.517001687	-1.015694131	1	female	McBludgeon
38	74	6	-1.404103763	0.0459885	-1.332871475	-1.404103763	2	female	McBludgeon
39	2	6	-0.725730558	0.658228758	-0.122741002	-0.725730558	3	female	McBludgeon
39	8	6	0.068120611	0.584713161	-0.509449573	0.068120611	3	female	McBludgeon
39	9	6	-0.485766989	0.916977091	-0.00320277	-0.485766989	3	female	McBludgeon
39	41	6	-0.016877419	0.842550021	-0.415179671	-0.016877419	3	female	McBludgeon
39	77	6	-1.607995124	0.443795694	-0.17089913	-1.607995124	2	female	McBludgeon
39	89	6	0.362492203	0.532931723	-0.317309128	0.362492203	3	female	McBludgeon
40	19	6	0.781640791	0.190322725	1.182524094	0.781640791	2	female	McBludgeon
40	44	6	0.910287253	0.866181951	1.266181931	0.910287253	3	female	McBludgeon
40	50	6	1.142881396	1.226620373	1.644238921	1.142881396	3	female	McBludgeon
40	56	6	-1.53752355	0.452232528	3.178288031	-1.53752355	2	female	McBludgeon
40	74	6	-0.514193971	0.0459885	1.949355509	-0.514193971	2	female	McBludgeon
41	25	6	1.278110683	-0.012874037	0.179653268	1.278110683	2	female	Littlehorn
41	35	6	0.467003716	0.327640741	-0.190583749	0.467003716	2	female	Littlehorn
41	74	6	-0.293653385	0.0459885	-0.602389079	-0.293653385	2	female	Littlehorn
41	85	6	-2.567556483	-0.762366823	-1.185792392	-2.567556483	1	female	Littlehorn
41	89	6	0.738525829	0.532931723	0.34528877	0.738525829	3	female	Littlehorn
42	16	6	-0.273318447	-0.93606162	-0.730493106	-0.273318447	1	female	Littlehorn
42	52	6	0.619255475	-0.258653761	-0.548153625	0.619255475	2	female	Littlehorn
42	61	6	-0.985717173	-1.72273929	-1.033203708	-0.985717173	0	female	Littlehorn
42	63	6	0.055220286	-0.102512508	-0.658332531	0.055220286	2	female	Littlehorn
42	72	6	-0.167442687	-0.914980171	-0.602707846	-0.167442687	1	female	Littlehorn
42	76	6	-0.578245485	-0.619058622	-0.949271079	-0.578245485	1	female	Littlehorn
42	93	6	-0.122287009	-0.436399323	-0.538450912	-0.122287009	2	female	Littlehorn
44	11	6	0.538161655	0.315073242	0.135156809	0.538161655	2	female	Littlehorn
44	19	6	1.338668869	0.190322725	-0.713916721	1.338668869	2	female	Littlehorn
44	21	6	1.456191016	1.977623862	-1.324562573	1.456191016	4	female	Littlehorn
44	40	6	0.232856191	-0.560295417	0.459090427	0.232856191	1	female	Littlehorn
44	54	6	-0.420044082	-2.266015122	1.017631764	-0.420044082	0	female	Littlehorn
44	67	6	1.022039915	1.548167008	-1.162725711	1.022039915	4	female	Littlehorn
44	79	6	-0.606216874	-0.879103193	0.984386919	-0.606216874	1	female	Littlehorn
44	89	6	0.327499577	0.532931723	0.063969915	0.327499577	3	female	Littlehorn
44	91	6	0.05667057	-0.608937831	0.472456075	0.05667057	1	female	Littlehorn
44	95	6	0.599666719	0.901495318	-0.518705085	0.599666719	3	female	Littlehorn
44	96	6	-0.24403801	-0.679281143	0.602599248	-0.24403801	1	female	Littlehorn
1	39	7	2.231554668	-2.017371739	2.387813377	2.231554668	0	female	Hardhoof
9	37	7	1.641122322	-0.860625956	-0.68761033	1.641122322	1	female	Hardhoof
10	13	7	-2.045874994	-0.871037282	-1.859941138	-2.045874994	1	female	Hardhoof
10	24	7	0.933188609	-0.918075332	-1.278984726	0.933188609	1	female	Hardhoof
10	28	7	-1.653186068	-0.920010942	-2.078854153	-1.653186068	1	female	Hardhoof
10	58	7	0.548514757	-1.101739144	-1.571003497	0.548514757	1	female	Hardhoof
10	79	7	-2.10111151	-0.879103193	-2.053721168	-2.10111151	1	female	Hardhoof
10	87	7	0.497817193	-0.87651321	-1.487105448	0.497817193	1	female	Hardhoof
11	27	7	0.41012063	-0.693365875	0.201892616	0.41012063	1	female	Ravenblack
11	70	7	-0.651796261	-1.38035652	-1.597761655	-0.651796261	1	female	Ravenblack
11	88	7	-0.08168815	-0.994729783	-0.195901207	-0.08168815	1	female	Ravenblack
11	92	7	0.88939079	0.229433234	1.526455106	0.88939079	2	female	Ravenblack
12	3	7	-0.18674073	-1.704059553	-1.731438306	-0.18674073	0	female	Ravenblack
12	25	7	1.849182292	-0.012874037	0.970190203	1.849182292	2	female	Ravenblack
12	36	7	1.757266067	-0.774441348	-0.570149503	1.757266067	1	female	Ravenblack
12	45	7	0.570176168	-0.472798559	0.39258045	0.570176168	2	female	Ravenblack
12	66	7	1.446858279	-0.92147458	-0.925727929	1.446858279	1	female	Ravenblack
12	75	7	-0.759804932	-0.834672886	0.128448877	-0.759804932	1	female	Ravenblack
12	85	7	-1.064530745	-0.762366823	-0.30168459	-1.064530745	1	female	Ravenblack
13	13	7	0.449031484	-0.871037282	-0.029868545	0.449031484	1	female	Ravenblack
13	16	7	-0.262115536	-0.93606162	0.282126358	-0.262115536	1	female	Ravenblack
13	33	7	-0.50384234	-1.557927001	0.227499466	-0.50384234	0	female	Ravenblack
13	37	7	1.202475208	-0.860625956	0.242877334	1.202475208	1	female	Ravenblack
13	72	7	0.606922053	-0.914980171	0.117701597	0.606922053	1	female	Ravenblack
13	75	7	-1.148556219	-0.834672886	0.460411994	-1.148556219	1	female	Ravenblack
13	96	7	2.388721964	-0.679281143	-0.045464472	2.388721964	1	female	Ravenblack
14	5	7	0.625244628	1.445907095	1.522937901	0.625244628	3	female	Ravenblack
14	19	7	-0.300964015	0.190322725	0.665115681	-0.300964015	2	female	Ravenblack
14	22	7	0.858992104	2.074652479	1.562702648	0.858992104	4	female	Ravenblack
14	30	7	-0.814514225	-1.192432906	-0.686306073	-0.814514225	1	female	Ravenblack
14	56	7	0.175940311	0.452232528	1.017028241	0.175940311	2	female	Ravenblack
14	64	7	-0.681327488	-0.582363557	0.093293018	-0.681327488	1	female	Ravenblack
14	75	7	-0.211085532	-0.834672886	0.011782209	-0.211085532	1	female	Ravenblack
14	90	7	0.187417674	0.996396813	0.764374841	0.187417674	3	female	Ravenblack
14	93	7	0.127093451	-0.436399323	0.407534508	0.127093451	2	female	Ravenblack
15	24	7	0.131468772	-0.918075332	0.561129326	0.131468772	1	female	Ravenblack
15	40	7	0.98059917	-0.560295417	0.504584709	0.98059917	1	female	Ravenblack
15	47	7	-0.064078325	0.322152436	0.486258757	-0.064078325	2	female	Ravenblack
15	65	7	1.239181325	-0.490006807	0.945823847	1.239181325	2	female	Ravenblack
15	71	7	-1.590916078	-0.545369656	0.04971095	-1.590916078	1	female	Ravenblack
15	75	7	0.041792386	-0.834672886	0.567838038	0.041792386	1	female	Ravenblack
15	99	7	-0.311470298	-0.404941491	0.573861476	-0.311470298	2	female	Ravenblack
16	40	7	0.81451451	-0.560295417	0.620976588	0.81451451	1	female	Ravenblack
16	87	7	1.35356491	-0.87651321	0.747140924	1.35356491	1	female	Ravenblack
16	96	7	0.857099522	-0.679281143	1.287861015	0.857099522	1	female	Ravenblack
17	17	7	1.08338611	0.870486354	0.97945191	1.08338611	3	female	Ravenblack
17	27	7	-1.580615011	-0.693365875	0.307540941	-1.580615011	1	female	Ravenblack
17	33	7	-1.466013721	-1.557927001	-0.094032156	-1.466013721	0	female	Ravenblack
17	45	7	-1.743923949	-0.472798559	0.04760411	-1.743923949	2	female	Ravenblack
17	47	7	0.439177219	0.322152436	0.387719092	0.439177219	2	female	Ravenblack
17	52	7	-0.243041785	-0.258653761	0.151220495	-0.243041785	2	female	Ravenblack
17	58	7	-1.313715598	-1.101739144	-0.243558766	-1.313715598	1	female	Ravenblack
17	62	7	0.276556775	0.541148142	0.809935911	0.276556775	3	female	Ravenblack
17	72	7	-0.538461547	-0.914980171	-0.169204945	-0.538461547	1	female	Ravenblack
17	98	7	0.460571763	-0.502208137	0.075071885	0.460571763	1	female	Ravenblack
18	2	7	-0.493485783	0.658228758	1.446505566	-0.493485783	3	female	Ravenblack
18	5	7	0.562737188	1.445907095	0.548033513	0.562737188	3	female	Ravenblack
18	10	7	-1.055869512	-0.919341637	2.378201098	-1.055869512	1	female	Ravenblack
18	36	7	0.219872595	-0.774441348	1.387397478	0.219872595	1	female	Ravenblack
18	37	7	-0.89599013	-0.860625956	2.714650752	-0.89599013	1	female	Ravenblack
18	83	7	1.61614184	0.798978466	-0.437630596	1.61614184	3	female	Ravenblack
19	15	7	0.667367541	-0.615829344	0.365228755	0.667367541	1	female	Ravenblack
19	16	7	0.571920176	-0.93606162	0.06478173	0.571920176	1	female	Ravenblack
19	66	7	0.692663376	-0.92147458	0.783687963	0.692663376	1	female	Ravenblack
19	75	7	0.250731974	-0.834672886	0.733866326	0.250731974	1	female	Ravenblack
19	88	7	0.778322271	-0.994729783	0.176814549	0.778322271	1	female	Ravenblack
20	15	7	0.640599552	-0.615829344	0.298058608	0.640599552	1	female	Ravenblack
20	36	7	-0.096576284	-0.774441348	-0.224392767	-0.096576284	1	female	Ravenblack
20	38	7	-0.25790851	-1.011812241	-0.221868391	-0.25790851	1	female	Ravenblack
20	57	7	-0.364545732	-0.520800496	-0.284434171	-0.364545732	1	female	Ravenblack
20	87	7	0.399007311	-0.87651321	0.034465348	0.399007311	1	female	Ravenblack
20	96	7	0.935927976	-0.679281143	0.442218053	0.935927976	1	female	Ravenblack
20	99	7	0.066174989	-0.404941491	-0.019853593	0.066174989	2	female	Ravenblack
31	15	7	-1.211739518	-0.615829344	0.217085678	-1.211739518	1	female	McBludgeon
31	41	7	0.673884936	0.842550021	2.177619147	0.673884936	3	female	McBludgeon
31	48	7	-0.637462556	-0.0686455	0.771053635	-0.637462556	2	female	McBludgeon
31	51	7	-0.690344773	0.221045334	0.773100022	-0.690344773	2	female	McBludgeon
31	60	7	-0.019772436	0.136744878	1.159415921	-0.019772436	2	female	McBludgeon
31	88	7	-1.115899201	-0.994729783	-0.042186418	-1.115899201	1	female	McBludgeon
31	91	7	-0.59073512	-0.608937831	0.580169844	-0.59073512	1	female	McBludgeon
32	15	7	1.250935043	-0.615829344	1.702861715	1.250935043	1	female	McBludgeon
32	24	7	-0.611436433	-0.918075332	1.478272299	-0.611436433	1	female	McBludgeon
32	38	7	0.355487919	-1.011812241	1.95262223	0.355487919	1	female	McBludgeon
32	61	7	0.084386488	-1.72273929	1.83903313	0.084386488	0	female	McBludgeon
32	73	7	-2.36184184	-1.63257165	1.922928835	-2.36184184	0	female	McBludgeon
32	78	7	0.263419087	-0.574846951	1.507046289	0.263419087	1	female	McBludgeon
32	84	7	1.841586961	0.288380761	0.943772892	1.841586961	2	female	McBludgeon
32	92	7	1.862329735	0.229433234	0.888322963	1.862329735	2	female	McBludgeon
32	96	7	-0.532897718	-0.679281143	1.108712804	-0.532897718	1	female	McBludgeon
33	5	7	1.511264292	1.445907095	0.133263788	1.511264292	3	female	McBludgeon
33	62	7	1.109504134	0.541148142	0.49628314	1.109504134	3	female	McBludgeon
33	75	7	0.726315299	-0.834672886	0.530740975	0.726315299	1	female	McBludgeon
33	91	7	1.800204759	-0.608937831	0.539754449	1.800204759	1	female	McBludgeon
34	32	7	0.72664388	0.231879327	-0.538329898	0.72664388	2	female	McBludgeon
34	36	7	-0.302548852	-0.774441348	0.168777079	-0.302548852	1	female	McBludgeon
34	45	7	1.05977255	-0.472798559	0.017585845	1.05977255	2	female	McBludgeon
34	51	7	0.29425628	0.221045334	-0.200419756	0.29425628	2	female	McBludgeon
34	72	7	0.093189838	-0.914980171	0.298130411	0.093189838	1	female	McBludgeon
34	85	7	0.559891459	-0.762366823	0.041476836	0.559891459	1	female	McBludgeon
34	87	7	-0.726966228	-0.87651321	0.091021451	-0.726966228	1	female	McBludgeon
35	42	7	0.638805039	-0.176036826	-0.128044238	0.638805039	2	female	McBludgeon
35	46	7	0.243331527	0.727785292	-0.638759355	0.243331527	3	female	McBludgeon
35	47	7	-0.020461704	0.322152436	-0.154278028	-0.020461704	2	female	McBludgeon
35	52	7	0.531273584	-0.258653761	0.116555894	0.531273584	2	female	McBludgeon
35	64	7	-0.065202004	-0.582363557	-0.232469519	-0.065202004	1	female	McBludgeon
35	81	7	0.247780012	-0.067054644	0.098139953	0.247780012	2	female	McBludgeon
35	84	7	0.050320179	0.288380761	-0.690270398	0.050320179	2	female	McBludgeon
35	89	7	0.726950356	0.532931723	-0.321631237	0.726950356	3	female	McBludgeon
35	98	7	-0.94454621	-0.502208137	-0.767412035	-0.94454621	1	female	McBludgeon
36	84	7	-0.139639021	0.288380761	0.879764317	-0.139639021	2	female	McBludgeon
36	92	7	-0.189930931	0.229433234	0.815505885	-0.189930931	2	female	McBludgeon
37	8	7	1.107499028	0.584713161	-0.458470417	1.107499028	3	female	McBludgeon
37	21	7	0.380495562	1.977623862	-1.371918935	0.380495562	4	female	McBludgeon
37	25	7	0.148652512	-0.012874037	0.262488512	0.148652512	2	female	McBludgeon
37	41	7	0.442130705	0.842550021	0.103102154	0.442130705	3	female	McBludgeon
37	84	7	0.070413415	0.288380761	0.49065035	0.070413415	2	female	McBludgeon
37	94	7	0.053620415	0.163716356	0.319379773	0.053620415	2	female	McBludgeon
38	25	7	0.663202903	-0.012874037	1.087630728	0.663202903	2	female	McBludgeon
38	28	7	0.236636813	-0.920010942	-0.164917867	0.236636813	1	female	McBludgeon
38	59	7	0.423809051	0.773047891	1.392264467	0.423809051	3	female	McBludgeon
38	70	7	-0.926421203	-1.38035652	-1.248282402	-0.926421203	1	female	McBludgeon
38	82	7	0.436410681	-0.485534851	0.326226606	0.436410681	2	female	McBludgeon
38	83	7	1.103238822	0.798978466	2.348166874	1.103238822	3	female	McBludgeon
38	100	7	-0.001352755	-0.723699562	-0.186744718	-0.001352755	1	female	McBludgeon
39	14	7	0.055131736	0.409072202	-0.094167019	0.055131736	2	female	McBludgeon
39	76	7	-1.008008967	-0.619058622	0.640437004	-1.008008967	1	female	McBludgeon
39	93	7	1.532176827	-0.436399323	0.432367618	1.532176827	2	female	McBludgeon
39	96	7	-1.046804894	-0.679281143	0.904813969	-1.046804894	1	female	McBludgeon
40	16	7	-0.386330808	-0.93606162	0.364389951	-0.386330808	1	female	McBludgeon
40	45	7	-1.47275902	-0.472798559	1.648321314	-1.47275902	2	female	McBludgeon
40	48	7	2.348144887	-0.0686455	-0.583403967	2.348144887	2	female	McBludgeon
40	64	7	0.039650937	-0.582363557	0.344483504	0.039650937	1	female	McBludgeon
40	78	7	-0.160124457	-0.574846951	0.986289395	-0.160124457	1	female	McBludgeon
40	85	7	0.050784601	-0.762366823	0.368366487	0.050784601	1	female	McBludgeon
41	40	7	0.387700336	-0.560295417	-0.450663936	0.387700336	1	female	Littlehorn
41	53	7	-0.792810857	-0.724374909	-0.820280124	-0.792810857	1	female	Littlehorn
41	75	7	0.332202174	-0.834672886	-0.134449214	0.332202174	1	female	Littlehorn
41	91	7	0.07046092	-0.608937831	-0.562335193	0.07046092	1	female	Littlehorn
41	100	7	-0.567858428	-0.723699562	-0.723149592	-0.567858428	1	female	Littlehorn
42	15	7	1.794399855	-0.615829344	0.13587012	1.794399855	1	female	Littlehorn
42	39	7	-0.75226853	-2.017371739	-0.91430802	-0.75226853	0	female	Littlehorn
42	70	7	0.191400789	-1.38035652	-0.080827224	0.191400789	1	female	Littlehorn
43	22	7	0.748420464	2.074652479	-0.533913041	0.748420464	4	female	Littlehorn
43	46	7	0.432630728	0.727785292	-0.422803448	0.432630728	3	female	Littlehorn
43	48	7	-1.131492634	-0.0686455	-1.296819207	-1.131492634	2	female	Littlehorn
43	51	7	-1.387671953	0.221045334	-1.81324797	-1.387671953	2	female	Littlehorn
43	74	7	-1.925725535	0.0459885	-2.118525349	-1.925725535	2	female	Littlehorn
43	78	7	-1.819568278	-0.574846951	-1.614837615	-1.819568278	1	female	Littlehorn
43	93	7	-1.309019305	-0.436399323	-1.253823992	-1.309019305	2	female	Littlehorn
44	3	7	0.882927868	-1.704059553	0.045021428	0.882927868	0	female	Littlehorn
44	38	7	0.815529898	-1.011812241	-0.182351655	0.815529898	1	female	Littlehorn
44	39	7	0.875200795	-2.017371739	-0.10189028	0.875200795	0	female	Littlehorn
44	48	7	0.798093075	-0.0686455	-0.272810538	0.798093075	2	female	Littlehorn
44	61	7	0.971030691	-1.72273929	-0.09826376	0.971030691	0	female	Littlehorn
10	12	8	0.658587352	-2.247798349	-2.372239028	0.658587352	0	female	Hardhoof
11	38	8	1.446713205	-1.011812241	-0.00033405	1.446713205	1	female	Ravenblack
11	61	8	0.092616195	-1.72273929	-1.491098007	0.092616195	0	female	Ravenblack
14	37	8	0.038607108	-0.860625956	-0.060518786	0.038607108	1	female	Ravenblack
14	45	8	0.651930862	-0.472798559	0.21999938	0.651930862	2	female	Ravenblack
14	52	8	0.879121893	-0.258653761	0.631984588	0.879121893	2	female	Ravenblack
14	71	8	1.159395482	-0.545369656	0.650528836	1.159395482	1	female	Ravenblack
14	94	8	1.32016558	0.163716356	0.678413379	1.32016558	2	female	Ravenblack
15	10	8	0.333675912	-0.919341637	0.450029685	0.333675912	1	female	Ravenblack
15	61	8	-1.357011203	-1.72273929	0.612562189	-1.357011203	0	female	Ravenblack
17	3	8	1.756748076	-1.704059553	-0.178479406	1.756748076	0	female	Ravenblack
17	57	8	0.789676422	-0.520800496	0.555429571	0.789676422	1	female	Ravenblack
17	87	8	1.074147205	-0.87651321	-0.486547046	1.074147205	1	female	Ravenblack
17	96	8	1.965986546	-0.679281143	-0.068195198	1.965986546	1	female	Ravenblack
18	30	8	0.145659986	-1.192432906	1.796497326	0.145659986	1	female	Ravenblack
18	82	8	1.563282989	-0.485534851	-0.169948462	1.563282989	2	female	Ravenblack
18	84	8	2.072434165	0.288380761	-0.820112712	2.072434165	2	female	Ravenblack
18	86	8	1.751928093	0.208683279	-0.036440545	1.751928093	2	female	Ravenblack
18	96	8	0.398080431	-0.679281143	1.104356895	0.398080431	1	female	Ravenblack
18	99	8	1.040719848	-0.404941491	0.205371024	1.040719848	2	female	Ravenblack
31	10	8	0.10416773	-0.919341637	0.430307348	0.10416773	1	female	McBludgeon
31	16	8	0.478674236	-0.93606162	0.757372526	0.478674236	1	female	McBludgeon
31	30	8	-0.488407089	-1.192432906	-0.016659763	-0.488407089	1	female	McBludgeon
31	63	8	0.459067832	-0.102512508	1.280473016	0.459067832	2	female	McBludgeon
31	70	8	0.09373856	-1.38035652	0.177654938	0.09373856	1	female	McBludgeon
31	81	8	1.243827899	-0.067054644	1.979647408	1.243827899	2	female	McBludgeon
31	85	8	0.33807285	-0.762366823	0.759246783	0.33807285	1	female	McBludgeon
32	12	8	0.546873558	-2.247798349	2.374733758	0.546873558	0	female	McBludgeon
32	39	8	1.799891355	-2.017371739	2.168474367	1.799891355	0	female	McBludgeon
34	10	8	-0.086587911	-0.919341637	0.364325657	-0.086587911	1	female	McBludgeon
34	28	8	0.798718662	-0.920010942	-0.000256919	0.798718662	1	female	McBludgeon
34	61	8	0.056150076	-1.72273929	0.433294503	0.056150076	0	female	McBludgeon
34	79	8	1.119851364	-0.879103193	-0.233698186	1.119851364	1	female	McBludgeon
35	33	8	0.50157775	-1.557927001	0.322235935	0.50157775	0	female	McBludgeon
35	36	8	1.908190903	-0.774441348	0.416584821	1.908190903	1	female	McBludgeon
35	66	8	1.12974595	-0.92147458	0.109737052	1.12974595	1	female	McBludgeon
35	96	8	0.58754201	-0.679281143	-0.44248179	0.58754201	1	female	McBludgeon
36	10	8	-0.175264652	-0.919341637	1.933564843	-0.175264652	1	female	McBludgeon
36	63	8	0.666693601	-0.102512508	1.763665393	0.666693601	2	female	McBludgeon
36	65	8	0.719392509	-0.490006807	2.172323942	0.719392509	2	female	McBludgeon
36	76	8	-0.074610367	-0.619058622	1.86729754	-0.074610367	1	female	McBludgeon
36	82	8	-0.264263708	-0.485534851	1.371609769	-0.264263708	2	female	McBludgeon
36	96	8	0.07490674	-0.679281143	1.747861857	0.07490674	1	female	McBludgeon
37	3	8	0.113873256	-1.704059553	1.991264458	0.113873256	0	female	McBludgeon
37	4	8	-0.057003776	1.011732536	0.123905288	-0.057003776	3	female	McBludgeon
37	19	8	-0.075296832	0.190322725	0.585486599	-0.075296832	2	female	McBludgeon
37	28	8	0.612702638	-0.920010942	0.742991131	0.612702638	1	female	McBludgeon
37	36	8	1.732907733	-0.774441348	0.533856244	1.732907733	1	female	McBludgeon
37	39	8	-0.506632502	-2.017371739	1.85499707	-0.506632502	0	female	McBludgeon
37	47	8	1.352560784	0.322152436	-0.091872638	1.352560784	2	female	McBludgeon
37	51	8	-0.651389449	0.221045334	0.221258944	-0.651389449	2	female	McBludgeon
37	72	8	0.564933547	-0.914980171	1.053492108	0.564933547	1	female	McBludgeon
37	73	8	-0.458168684	-1.63257165	1.448430598	-0.458168684	0	female	McBludgeon
37	74	8	-0.299306154	0.0459885	0.496699992	-0.299306154	2	female	McBludgeon
37	77	8	-2.447503787	0.443795694	0.286668121	-2.447503787	2	female	McBludgeon
37	91	8	-1.468520153	-0.608937831	1.268120942	-1.468520153	1	female	McBludgeon
37	92	8	-1.237989501	0.229433234	0.502912623	-1.237989501	2	female	McBludgeon
38	2	8	1.506750495	0.658228758	1.948508449	1.506750495	3	female	McBludgeon
38	24	8	0.629881276	-0.918075332	0.534307365	0.629881276	1	female	McBludgeon
38	55	8	1.307148415	-0.104531934	1.790435446	1.307148415	2	female	McBludgeon
38	87	8	1.243457814	-0.87651321	1.119481226	1.243457814	1	female	McBludgeon
39	10	8	-1.171863528	-0.919341637	0.589604312	-1.171863528	1	female	McBludgeon
39	33	8	1.735269375	-1.557927001	2.019608433	1.735269375	0	female	McBludgeon
39	72	8	0.237086667	-0.914980171	1.113748209	0.237086667	1	female	McBludgeon
39	75	8	-1.069889189	-0.834672886	1.107038923	-1.069889189	1	female	McBludgeon
39	87	8	-0.05649584	-0.87651321	0.585476071	-0.05649584	1	female	McBludgeon
39	91	8	-0.4213071	-0.608937831	0.328988515	-0.4213071	1	female	McBludgeon
